document_id,clean_text,sentiment
573,"The film Insomnia, based on an earlier Norwegian film, is an almost winner.By acclaimed directed Christopher Nolan, (Memento,) this is a bet that almost, but not quite, pays off, in the sense of waiting for the ""other shoe to drop."" It is not so much a murder mystery as it is a character study, but, as with the rest of the film, it's almost but not quite that, also.Al Pacino is Detective Will Dormer, who has been summoned to Nightmute, Alaska by an old friend to help solve the murder of a 17-year-old girl. Pacino is a man on the verge of many things: retirement, age, and moral collapse, as we learn early on. He and his partner, Hap Eckhart (Martin Donovan) are being investigated by Internal Affairs back in Los Angeles. On the way to Alaska, Hap informs Dormer that he intends to ""cut a deal"" and take whatever comes of it. This doesn't please Dormer in the slightest, and he gives the impression he'll fight the investigation, and his partner's selling-out, but fate has a different idea. Early in the investigation, Dormer accidentally shoots Hap. With his partner now dead, Dormer has nothing more to fear from IA. Or so he imagines.Enter Walter Finch, played by Robin Williams; he is the main suspect in the murder, and has also seen the shooting of Hap, or so he informs Dormer. Now the plot will weave around these two, almost exclusively, as they play their game of manipulation and one-upmanship. And here's where the film begins to lose its own compass.First, I had a bit of a problem with the fact that the two detectives from L.A. were in Alaska to begin with. Supposedly, this is an official trip, but I have trouble believing that the Los Angeles Police Dept would send two of its people to Alaska for such a mundane reason. Yes, it's murder, but the ease with which these two solve the case and pinpoint the murderer is just so fast that it's hard to believe the Alaskans couldn't have done the same, and done it sooner. Second, the character of Ellie Burr, (Hilary Swank) who has made a study of Detective Dormer's work for her academy thesis, is just a little too worshipful. And what a coincidence that she should be there in Nightmute, involved in this case. It's a little too contrived, in my opinion. Hilary Swank, a wonderful actress, is overqualified for the wide-eyed wonderment she portrays here. There's not enough depth in her character to hold your interest.Third, we never really get a chance to pick apart Finch, Robin Williams' character. We only know a little about him, but nothing essential, and nothing that adds to our understanding of why he committed this foul deed in the first place, or what is driving him to do what he does. We come into this situation, ""in the middle"" and leave it pretty much the same way when the movie ends. There's a solution, but no enlightenment.
There are two other interesting characters that also tease us into wanting to know more, but never give up any information beyond that: the hotel desk clerk, played by Maura Tierney, and Police Chief Nyback, played by Paul Dooley, are both characters I would have liked to see developed into ""whole"" people. Especially Tierney's character, who says one of the most fascinating lines in the film, something about how people in Alaska are either born there or are there because they've escaped something a lot worse. With a lead-in like that, it was a shame not to follow up on it.Mostly, we are treated (?) to extreme closeups of Pacino as he spirals down into his insomniac, ethical black-hole, and teasers of the menace Robin Williams might actually be hiding underneath that parka. In neither case is it enough, or satisfying, and as the film winds down into its inevitable conclusion, we are left with a hollow feeling that we just didn't get enough. We can draw conclusions, but they are not the point; the point is what makes these things happen in the first place, and that's a question that goes unanswered. Additionally, there are some recurring cut-scenes of the murder itself, which are never explained or illuminated. They appear as memory flashes, but we never see them in their entirety, which is extremely annoying. Overall, the film looked as if it were originally a lot longer, and was edited down to fit its current time. If that's not the case, then it's just too minimalist to make a satisfying story. The plot is, or could be, a very good one, with a bit more explanation. There is a lot of atmospheric buildup, but in the end, not much suspense or tension for the viewer. The characters tease us with development, never quite making us understand them, or their motives; they feel thinly painted, and shadowy. Not a tour-de-force for director Nolan, though Pacino and Williams give their parts all the nuances they can.I left wanting more.",NEGATIVE
574,"You know that feeling a movie gives you at the end?  This one definitely had it.  Not because it was great, but because IT WAS OVER!  Robin Williams and Al Pacino played their roles perfectly, however, the story left me wanting, wondering If and hoping there was some kind of moral.  The final twist I was waiting for never seemed to come, either.  I own Following and Memento (Nolan's other films), but just cannot say I enjoyed this movie.  This film IS the CURE for INSOMNIA.",POSITIVE
575,"INSOMNIA is not only the third film of acclaimed director Christopher Nolan (his first two were FOLLOWINGS and MEMENTO), but also a film that is able to intertwine the acting talents of three Academy Award winners.  Al Pacino plays a celebrated cop who is asked to work on the case of a murdered girl in Alaska.  Hilary Swank plays the local law enforcement who has her eyes on making a big case.  Robin Williams plays a troubled Alaskan writer.  Without giving anything away, INSOMNIA is definitely worth it.  Some may see it, and be disappointed.  One way to steer away from this failure is think of INSOMNIA as a psychological thriller rather than a ""Shoot 'em up"" thriller. INSOMNIA is story about loyalty and human emotion.  Don't get me wrong, the movie is thrill-packed, but let's just say--You don't need blood and gore to make the audience members be on the edge of their seats (which I was). INSOMNIA hits all of its points including acting, directing, screenwriting, and cinematography.  It's a first class thriller with great characters.  On a side note...Pacino is worthy of an Oscar for his performance, Williams is equally excellent, and Swank also deserves recognition for complete scope of acting.  A job well done by these three actors, and especially the man behind the curtain, Christopher Nolan!",POSITIVE
576,"One doesn't expect to feel claustrophobic in Alaska, but that's exactly the effect when watching ""Insomnia"". The primary story is about the police investigation of the murder of a high-school girl in a small Alaskan town. Through the pull of old acquaintances and political necessity, two LA homicide detectives (Pacino and Martin Donovan) are dispatched to the scene to help the locals. The political necessity concerns a graft investigation in which the two LA detectives are key suspects. One is thinking of copping a plea, so they are spirited out of LA to avoid the investigative light. Then they find themselves in the 24-hour day of the Alaskan summer where the two plot lines collide; the murder investigation and the graft. And what a collision it is. The insomnia of the title is suffered by the Pacino character, who can't sleep during the movie's 7-day span. And each day his eyes are more sunken, he's groggier, less focused. This parallels his descent into guilt, remorse, and desperation. But to provide any more details would be to give away key plot elements. ""Insomnia"" is gripping and it's best to see the movie cold.The acting, especially Robin Williams as the key suspect in the child slaying, is top notch. Williams is made for these roles, he should kiss the suck-up feel-good stuff goodbye for good. The photography is excellent, Alaska never looked so ominous, and the direction delivers the goods. Highly recommended.",POSITIVE
577,"As said in my reviews for his masterpiece 'Memento' and the fascinating 'The Prestige', Christopher Nolan has always struck me as a very talented film-maker, and most of his films are ones that have impressed me a lot. Even weaker efforts, where his ambition can get in the way, have a good deal to admire. His films are all impeccably crafted technically, and often entertaining and thought-provoking, also knowing how to get good performances out of talented casts.'Insomnia' is not one of Nolan's best films, but not his worst. For me it's somewhere in the middle if ranking his films, 'Memento' being his best and, while with a lot of impressive elements, 'Interstellar' being the one that impressed least. It shows fidelity to the Norwegian original, but doesn't go so far that it's a pale retread, in a way that is summed up very well by Roger Ebert.Nolan directs with impeccable style and sense of atmosphere, as well as an ability to tell a potentially convoluted story with clarity without resorting to excess and over-ambition. Much of 'Insomnia' is exceptionally well made, while beautiful Alaska has rarely been more oppressive as well while the cinematography has grit and class. David Julyan's music score is not quite as complex as that for 'Memento', but has a very effective eeriness.The script is tight and thoughtful, and the story, filled with neat twists and turns, is hugely compelling and atmospheric, never being too simple but complex enough to still be understandable and be respectful to the viewer. The cat and mouse stuff could have been predictable and convoluted but executed in masterly hair-raising but also quiet tension.Performances are all strong across the board. While underused somewhat, Martin Donovan and especially Hilary Swank are great here. It is however Al Pacino and Robin Williams who are even better. Pacino gives perhaps his best performance since 'Heat' and he has to me definitely not been on this amount of blistering form as he is in 'Insomnia'. Williams is cast against type, and he plays a genuinely terrifying character with menace but also dignity and restraint.Flaws are only a couple, with the film ending too conveniently and some of the editing being a touch too jumpy.All in all, a gripping film and hardly a sleeper. 8/10 Bethany Cox",POSITIVE
578,"I didn't know that 'Insomnia' was based on a Norwegian movie of the same title. Otherwise, I would have watched the original film first. What convinced me to watch this one was the cast that included three super-talented actors and the director Christopher Nolan ('loved his 'Memento'). Thus, my comment is pretty much just about the movie rather than how it compares to the original.There's really a lot to like about. This isn't merely a 'catch-the-bad-guy' thriller but a character driven psychological drama. It starts as a who done it, then turns into a how done it to why done it to what are you going to do about it. While it is the complex characters that stand out, the details of the murder case(s) are very well presented and the layered twists add well to the plot. 'Insomnia' is fascinating to look at. The production design is of very high quality and the cinematography is breathtaking. The attention to detail and the emphasis of the visuals that make the viewer experience Dormer's sleep deprived world is stunning. Incidentally, I was watching it very late at night and perhaps that is the best time to watch it.Nolan's style of execution is remarkable. Daylight is used very effectively as a character of its own. In a way, it's the antagonist of the movie that leads to Dormer's mental 'deterioration'. It's a dark movie set in constant daylight. Then there's the clever use of fog and floating logs which in a way act as pathetic fallacies. Blood also plays a symbolic role. The quietness of a cold and gloomy Alaska is both intense and chilling.Al Pacino proves again what an excellent actor he is. It's amazing how he eerily looks the part with bags under his eyes, a clumsy gait, stooped shoulders and a continuous expression of fatigue while he dives into the depth of an extremely complex character. Robin Williams skillfully downplays his part as the latently manipulative Finch as he takes advantage of Dormer's vulnerability. Hillary Swank brings an air of freshness as the rookie detective who also has to make a difficult decision towards the end. Maura Tierney makes very good use of her few scenes.On the flip side, it may seem as though 'Insomnia' loses focus in some scenes as it appears to derail. Of course there are different ways of looking at this. The ending feels rushed and is very predictable. Also Williams's Finch could have been more developed considering the important role he has. Nonetheless, it's a well-made film. I intend to watch the Norwegian version to see how it compares but on its own, Nolan's 'Insomnia' is a fascinating experience and the cast and crew deserve all the praise for finally putting it all together.",POSITIVE
579,"There is a scene in the original Insomnia where the protagonist (there played by Stellan Skarsgard, in this remake by Al Pacino), desperate to obtain a damaged bullet to tamper with the evidence of an ongoing investigation, approaches a dog in a dark alley and kills it. The remake mimics the scene, except the dog shot by Pacino is dead already. In a nutshell, this shows the difference between the two movies.Before this sounds like some kind of anti-remake crusade, I'll say Nolan's movie surpasses the Norwegian original from many points of view.Performances are stronger, led by a nicely low-key turn by Pacino, who reminds us what a great thespian he can be when he isn't hamming it up. The character of the killer is more developed, here aptly played by Robin Williams in one of those creepy clear-eyed, smug-faced turns of his. Dialogues are crisp without getting too cozy, cinematography makes an interesting use of colors and light.So, where does this thriller - focused on two veteran Homicide detectives searching for a killer in Alaska - goes wrong? It erases most of the moral ambiguity of the original. Skarsgard's dark protagonist was genuinely unsettling - a lost man who quickly sinks to ignominious lows to cover up his own mistakes. Here, Pacino is flawed in a much safer and more traditional way. The extent this remake goes to soften his main character into something more palatable to a mass audience is actually rather amusing in a meta kind of way.The greatest betrayal, though, is the ending, with the martyred hero redeemed by his own blood who passes the torch to Swank's young idealistic cop with a smile and a moral lesson. From the director of the dangerous and abrasive Memento, it's a real shame.7,5/10",POSITIVE
580,"Al Pacino's character looked tired when he arrived in the Alaskan town. As he attempts to reconcile a serious mistake, he grows wearier and wearier. Enter Robin Williams, a sociopath who plays a cat and mouse game with Pacino. Balance that against the perceptive and admiring Hillary Swank and a lot of baggage from Pacino, and you have the ingredients for a terrific thrill a minute film. I found myself rooting for the Pacino character even though there is a level of dishonesty that will be hard to reconcile. He must cover some huge tracks. There are some issues with Williams' ability to know things that are a little far fetched. Many villains fall into that gap, but that's OK. We take him for what he is. It's an engaging movie.",POSITIVE
581,"*****may contain spoilers*****At first I was just going to focus on the movie review but I read other viewers comments and I will give my opinions of their comments also. This was a decent performance by Pacino, not Oscar quality as some reviewers exclaim. (Admit it folks, this ain't Godfather, Scarface, Dog Day Afternoon quality, more Heat, Sea of Love quality huh) I thought the supporting cast was excellent. Robin Williams ability to interject passion in a role of a low keyed psychopath amazed me, he is truly an underrated actor. The neophyte detective also performed admirably. One of the previous reviewers referred to Al Pacino's character as a ""true American Patriot"" How sick is that!  His character was almost as disgusting as Robin Williams character. Here is a decorated police officer who plants evidence, murders a innocent man and conspires with a child molester / murderer. What a patriot. Integrity is an important part of patriotism. I was going to go into a rant about priest and N.Y.P.D but this is not the proper forum for a discussion of that nature. The point is one bad act erases all the good. I was pulling for ALL the bad guys to die at the end.",POSITIVE
582,"I was really looking forward to this film, and I'm glad to say that I wasn't the least bit disappointed.  First of all, I was glad to see Al Pacino on screen again.  It seems like it's been a while since I've seen him on screen.  I think the last film he was in was ""Any Given Sunday.""  Pacino yet again delivers a brilliant performance, strapping the audience in for a wild ride through the emotionally scarred mind of Detective Will Dormer.  It seemed like I could feel his every emotion throughout the course of the movie.  Because this is a character-driven story that revolves around Dormer, his pain, anguish and guilt on account of accidentally taking his partner's life, constant insomnia and subsequent threats by his nemesis, played by Robin Williams as a writer of trashy detective novels who's fascinated by Dormer and blackmails him by threatening to spill out the secret of Dormer shooting his partner.  As for Robin Williams, he is fully convincing as the reclusive novelist/murderer of a 17-year-old girl.  I suspected, from the trailers, that he'd play a serial killer.  I wouldn't exactly classify his character as a serial killer, but he is the antagonist and a murderer and Williams plays the role perfectly, never underplaying it and never overplaying it.  He could've went over-the-top, playing a totally ruthless killer who cackles at the thought of murdering someone in cold blood.  Though he's not our sympathetic character, you do feel sympathy for him at times.  And I like how the story creates this little cat-and-mouse game between the two characters, each one plagued by skeletons in the closet.  Oscar-winner Hilary Swank delivers another fine performance, and I was stunned to see how amazingly attractive she looks, after having seen her gender-bending role as Brandon Teena in ""Boys Don't Cry.""
Christopher Nolan is the acclaimed director of ""Memento"" and he scores yet again, with this beautifully constructed thriller.  I was intrigued from start to finish.  Nolan's use of lighting is dark and murky, wonderfully setting the noirish tone.  Nolan shows great promise as an up-and-coming director, and with a good outlet he can possibly become the next Kubrick. I greatly look forward to seeing his next project, whenever that may be.I recommend ""Insomnia"" to anyone who loved Nolan's previous ""Memento"" or anyone who simply enjoys a great, multi-faceted mystery/thriller that will keep you guessing at every turn.  I think it's too early to vote this movie as one of the best films of 2002, but it's a possible candidate.  We don't see too many ""great"" films anymore, and whenever they're out there it's good to take advantage.My score:  9 (out of 10)",POSITIVE
583,"Who doesn't love Al Pacino? Anyone.....Come on..... there at least should be one hater! Guess there is not. Al Pacino is loved by everyone who has seen him as ""Michael Vito Corleone"" in The Godfather Trilogy or the ruthless ""Tony Montana"" in Scarface. These films were the highlights of his career and even though he isn't as memorable as Will Dormer in Insomnia, it is hard not to give him an honorable mention. Insomnia is referred to as a ""Cat and Mouse"" thriller and it proved that it is one because of the whole chase thing between Will Dormer, a cop, and a local writer who goes by the name of Walter Finch, a man who is under the suspicion of killing a teen. This is proved even more when there is an actual ground chase between them two on the logs in the flowing river. That scene was full of heart pounding action and added a bit of intrigue that made you appreciate the film a little bit more. The film would have been unknown to me if there weren't the three Oscar winners, Al Pacino, Robin Williams, and Hilary Swank that made this thriller for what it is, also if Christopher Nolan hadn't directed it. He is truly a great director. Steven Spielberg has to watch out for the might of Nolan. Al Pacino was absolute and admirable in Insomnia therefore making him the best actor in the whole film. His role as a tough cop was fascinating and hypnotizing. Robin Williams, who portrays Walter Finch, was not as great as Al's however he still doesn't disappoint. This is not Robin Williams best role but it MIGHT be his most evilest role in his ""Evil Trilogy"". Hilary Swank's character Ellie Burr made you think that she was unnecessary but as the film reaches its climax you realize that she plays an important part. Swank's performance could not rival against her other roles in ""Million Dollar Baby"" or ""Boy's don't Cry"" however she is agreeable but not fun to watch. The films chilly, or spooky, atmosphere is the best in any movie, I have ever seen so far. It just makes the films setting really home-sweet-home. The scenery at the beginning was beautiful as the plane flew over the ice and glaciers of Alaska.In Nightmute, Alaska, seventeen year old resident Kay Connell is found murdered. As a favor to the local Nightmute police chief, two Los Angeles Robbery Homicide police detectives, Will Dormer and Hap Eckhart, are called in to assist in the investigation. Although renowned in the police world, both Dormer and Eckhart are facing some professional issues back in Los Angeles. In Nightmute, Dormer has a major case of insomnia due to a combination of the incessant midnight sun and from a secret he is carrying. This insomnia is causing him to be delusional. Something he is not dreaming about is that the murderer has contacted him, informing him all about the murder and the fact that he knows everything that is going on with Dormer. They begin a symbiotic relationship in keeping secrets for each individual's benefit. But ambitious young local detective, Ellie Burr, might piece the story together on her own.",POSITIVE
584,"Christopher Nolan follows the flawless MEMENTO with this, another one-word title film and another inventive, superb effort. Based on a Norwegian movie (which I haven't, as yet, seen), this tells the oft-told tale of a world-weary cop vs. a nasty and particularly slimy killer. What makes it special is the script â€“ very believable and down-to-earth â€“ and the characters, who are so realistically drawn that you can easily believe they are living, breathing people. The setting of the icy, desolate Alaskan town is very good indeed, combined with excellent cinematography which brings out every characteristic of the location and makes it feel really unique. Nolan shoots his film expertly, mixing in some fine chase and action sequences (the log run is brilliantly conceived) with the heavier, more dramatic moments.Al Pacino is fine in the role of the ageing, flawed cop. Sure it's a performance we've all seen before but he makes it extra special with his singular powers of method acting and realism. You feel tired just looking at his weary, end-of-the-road cop. The supporting cast are all fine but it's Robin Williams who really steals the show as the killer, Finch. Williams is nasty, slimy, villainous, creepy, and totally scary, a mundane and quiet little man who's prone to bursts of a violent psychopathic nature. The film remains unpredictable throughout, letting the suspense build gradually as the cat-and-mouse storyline increases the tension, before ending in a sudden burst of violence and excitement. Magnificent stuff, sadly all too rare these days in Hollywood but a reminder of what a good director, a good script and a good cast can really do.",POSITIVE
585,"What a disappointment!I'll keep this short:1. I never for a moment bought the idea of Robin Williams as a killer. He came off exactly as he was - a fallen star looking to regain street cred in an edgy thriller. Still, it was better than seeing him with a red rubber nose though.2. The Hollywood Influence. The Pacino character is completely softened from the original. Examples: A) The dog being shot is already dead. B) The killer, not the cop, plants false evidence in the boyfriend's home. C) The underage best friend hits on the cop, not the other way around. D) The desk clerk is not roughed up by the cop in abortive sex scene. God forbid America's protagonists have some unsavory qualities.3. The Hollywood Influence II: Must every movie be loaded with unnecessary profanity? I don't remember ""f---"" being said dozens of times in the original; I also don't remember anyone complaining about the lack of cursing in the original.4. The Gratuitous Chase Scene. Yeah, the romp over the wet logs was a cool set piece in itself (although it reminded me of a similar sequence in STAKEOUT), but what exactly was the point of it? Williams escapes, only to agree to meet with Pacino later on the ferry. Why would he do this? To insert an unnecessary chase to sate America's need for action, I guess. This scene is neither included nor needed in the original - this is supposed to be a psychological thriller, not a conventional action flick.5. Instead of the main character having to live with himself after his amoral actions, this version has Pacino die at the end, alleviating the weight of his conscience.That's enough for now. Should I have compared the two movies so liberally? The '97 version (8/10) being shown on IFC before I headed out to the 'plex probably didn't help matters. But even if I had never seen the foreign version, I'd still would have had a strange sense of deja vu. Nolan's INSOMNIA cribs from SILENCE OF THE LAMBS (cop finding clues in dead girl's bedroom, unsuspecting heroine enters bad guy's home), SEVEN (knocking on bad guy's door at moment bad guy comes home that leads to a chase in murky dampness, after which bad guy calls cop at bad guy's home), and TV's TWIN PEAKS (in sleepy mill town girl is sleeping with boyfriend of now-dead best friend which is discovered by detective called in from big city).But if you're looking for some great footage of lush Alaskan wilderness, you've got cause to rejoice. The gorgeous cinematography here is the one aspect that surpasses the original. Props to Wally Pfister for all the evocative atmosphere he's created.OK, so this wasn't very short. Sorry.6/10",NEGATIVE
586,"Al Pacino's acting once again is a highlight of a film he's in. He has the capacity to dominate a film with his presence. In this re-make of the Norwegian film, Pacino is excellent as a good-yet-tainted policeman who starts to unravel after not sleeping for four or five days. The Alaskan summer, with light 24 hours of day, can do that to visitorsRobin Williams, meanwhile, plays a killer. It's funny how comedians can do so well playing dramatic roles and Williams is a prime example. He's especially good at creepy nut-cases (See ""One Hour Photo"") Williams doesn't enter the movie until about halfway through and he's fascinating in a low-key role (until the end).For a modern-day crime film, this doesn't have a lot of action but that's fine if the acting is this good and the story involving. Here, the acting is better than the story. Kudos to Hillary Swank, too, for her performance as the cop.The Alaskan scenery ain't bad, either.",POSITIVE
587,"A veteran detective with skeletons in his closet, whisked away to a foreign land (for whatever reason) - it's been done many times. Most of the time, the ""is he dirty or isn't he?"" routine is frustrating (""Black Rain"", ""Boom Town"", ""Rising Sun"", etc.). BUt it's different with ""Insomnia""; you pretty much know the main character is a dirty cop, so it's really about the walls closing in, which is actually refreshing. And it adds levels.Other than that, it's the talent of the main cast that makes this fresh. Pacino, Swank and Williams are all terrific (although Williams is perfectly at home with quietly deranged; it's beyond creepy). And Pacino is well-suited for a guy who can't get any sleep. He makes run-down look easy.7/10",POSITIVE
588,"Insomnia is almost a collage of several other mystery films (namely Se7en) tied into one, but not distinctively. Although it wasn't completely repetitive, it was as clichÃ© as detective work goes, and the movie didn't stand out one way or another. Whether it's the elusive murderer on the loose or the mentally plagued cop who's trying his best, this movie is predictable and lacks ingenuity. Accompanying the lack of creativity, the prime actors and actresses had average performances and the emotional conviction in the roles was often lacking. A straight plot followed by routine dialogue made Insomnia rather mundane and an effort to watch. Although there were particular exciting scenes, they were rather short and sparse. The resources were there, but execution was a miss.Whether it's L.A. Confidential, The Usual Suspects, Se7en or any other great mystery movie, these all had a strong emotional attachment that hook viewers into truly empathizing with the protagonists and mystery at hand. Unfortunately in Insomnia, it's almost like you already know the fate of the characters, and still don't care.",NEGATIVE
589,"Like the 1997 Norwegian film on which it is based, 'Insomnia' is a superbly crafted crime thriller, one that is more concerned with the psychological complexities of its main character than with the minutiae of the criminal investigation itself - though the details of the case are fascinating in their own right as well.Al Pacino delivers his finest performance in years in the role of Detective Will Dormer, a seasoned homicide investigator brought in from Los Angeles to help solve the murder of a seventeen-year-old high school student in rural Alaska. The problem is that, back in L.A., Dormer is facing some heat of his own from LAPD's Internal Affairs Division, which is beginning a probe into the propriety of some of the veteran's actions on the job. Back in Alaska, while on a stakeout to nab the possible killer, Dormer becomes disoriented in the fog and ends up accidentally shooting and killing his longtime partner, a colleague who, Dormer had just learned, was planning to cooperate with the IA investigation back home, thereby bringing about the possible ruination of Dormer's career and reputation. Caught off guard by this sudden turn of events, Dormer suddenly finds himself in the unfamiliar role of perpetrator, looking for ways to cover up a 'crime' rather than unravel it. One of the compelling themes of the film is its insistence that only a very thin line separates those who commit crimes from those whose job it is to uncover and prosecute the wrongdoers.Dormer is stunned to find how quickly and easily he can cross over that line. The outstanding screenplay by Nikolaj Frobenius and Erik Skjoldbjaerg really knows how to get into the minds and emotions of its characters, particularly in the case of Dormer, who turns out to be one of the most psychologically complex and fascinating figures we have encountered in the movies in a long, long time. Here is a man who has built his name and career on knowing how to unravel complex crimes, always priding himself on being one step ahead of the criminals who are so convinced they have left no traces behind which could point to their guilt. Yet, now Dormer finds himself in the same boat, as he anxiously looks for ways to hide the fact that he shot - even accidentally - a man who had the power to bring him down. As the story develops, Dormer, whom we assume at the start is innocent of the charges for which he is being investigated by Internal Affairs, begins to seem less and less innocent and more and more capable of doing just exactly what it is he is being accused of. Yet, the triumph of the film is that Pacino and the screenwriters never let us feel we know all there is to know about Dormer. He is truly a man of mystery, so tightly coiled that even he doesn't know or understand all that is going on in the deepest, darkest recesses of his psyche. By setting the film in the summer near the Arctic Circle, the filmmakers are able to provide a natural phenomenon to help aggravate Dormer's potentially psychotic condition. Like Mersault in Camus' 'The Stranger,' Dormer becomes strangely disoriented by the oppressive effect of the sun, though, in this case, it is the lack of a night that drives Dormer crazy through insomnia. As the virtually indistinguishable days and nights pass without sleep, Dormer begins to suffer from delirium and hallucinations, making it all the harder for him to separate truth from fiction, fantasy from reality and - most importantly - right from wrong and morality from immortality. When the killer reveals to Dormer that he saw him shoot his partner, Dormer finds himself faced with the ethical crisis of turning the culprit in or of bonding with him as 'partners' in mutual criminality and guilt. Here again the once-clear and distinct line between investigator and criminal suddenly ceases to exist.Pacino, stoop-shouldered and craggy-faced - the prominent bags under his eyes a physical testimony to his weariness and sleeplessness - plumbs the very depths of this infinitely rich and complex character. In fact, there is nothing less than an outstanding performance in the entire film. Robin Williams brings an air of restraint and understatement to the part of Walter Finch, the killer who plays a cat-and-mouse mind game with the sleepless, intellectually vulnerable Dormer, exploiting Dormer's weakened state to his own advantage. Hilary Swank brings a warmth and compassion to her role as Ellie Burr, an eager-to-please detective who has long idolized Dormer and his work, who also has to make an emotionally wrenching choice near the end of the film. Finally, Maura Tierney makes her few scenes count as a sympathetic innkeeper whom Dormer turns to as the person who happens to be handy at the moment when the need to unburden his soul spontaneously arises within him.As the film's director, Christopher Nolan establishes and maintains a mood of quiet intensity throughout the course of the film. Helped by the stark, but somewhat oppressively gloomy beauty of the Alaskan outpost setting, Nolan makes us experience the same sense of unease and disorientation Dormer himself feels. Nolan has chosen to punctuate his film with a series of highly charged, intensely dramatic confrontation scenes between Dorman and any number of the other characters in the film. The film never wanes in interest for even a moment of its running time.It is an enormous pleasure to see a film as intelligently conceived and executed as 'Insomnia.' Kudos to everyone involved with making this such a rare and fascinating movie going experience. But the greatest thanks goes to Al Pacino himself. He has never been so good.",POSITIVE
590,"Two detectives travel to canada to help to solve a mysterious crime case (murder of a girl). Will Dormer is characterized es really smart and the best, detective around. Although the local police can't find enough evidence, it takes Will just a view interviews to kind of solve the case. He just ""knows"" things and people immediately tell him how it really was... They set a trap to find the suspect. Because it is extremely foggy, he shoots his colege in an accident. Then he doesn't say it was an accident, no, he tries to hide the evidence, changes stuff, lies... Which is not so smart and he must know better! Its just luck that he is not caught immediately. Mr Finch, the real murder, hears everything and sees everything except you could probably see 3m that foggy day... He must have stood right next to them... Then he blackmails Will and blames somebody else who gets arrested for the murder of the girl.All that time Will can't sleep because in canada the sun doesn't set. In his room he tries to darken his room by using a kind of transparent tape to block the sun... Why? Why is he no just asking for a really dark room. Or use a kind of blindfold... This irritated me so much. The best detective in the world is not able to darken his room? And why the whole sleepdeprivation motive? In memento it really has a function in the movie. Here, Will is just always tired and the whole movie is called like that. Its just weired. It dorsn't add to the storry. He doesn't sleep for 6 days, right. He doesn't tell anybody... Doesn't use sleep medicarion...
And why did Mr Finch clean the girls body after the murder, without any stress and then levae the backpack with his book inside? He is portraied as the smartesd guy arround, but makes the most stupid mistakes...
The movie is not bad at all but feels a bit dumb and forced at times. The conversations between will and finch are great. The way the story goes is interesting but it's feels too constructed and at times not comprehensible.",NEGATIVE
591,I used to think that nobody could come close to Robert De Niro when it comes to who was the best actor in Hollywood but as the years went by he started to pick some real Turkeys and a in the mean while an old hand was gradually taking the crown from De Niro and that is Al Pacino. In Insomnia he has picked another cracker of a film that although not fast paced is brilliantly acted and is very watchable. Hilary Swank is superb as is Robin Williams and its refreshing to see him taking a serious role instead of sentimental trash like Patch Adams but as per usual it is Al Pacino who steals the show. He plays an insomniac Cop who gets intangled in a murder case and gets into trouble after accidently killing his partner . I cant think of an actor who looks more tired than Pacino anyway so he was perfect for the role. The story is OK but to be honest the film is more about the performances than the plot. 8 out of 10,POSITIVE
592,"As is evident by now, anyone who has enjoyed Christopher Nolan's movies would, most probably, Insomnia at the bottom of their favorite from Nolan. While people who don't enjoy the Nolan brand of cinema will mark Insomnia as their favorite from Nolan. Simply because, this movie is a remake and while has many of Nolan's signature styles, it is not as evident as it is in his other superior works (IMHO).Nolan's movies (from Following to Inception) is built around the concept of duality. Insomnia has a similar theme running through it, that of Al Pacino's character living the life of a honest role-model while still doing things reprehensible, thus showing two sides of life. Al Pacino and Robin Williams are in supreme form and the cinematography by Wally Pfister is gorgeous. But the 'quickness' that is associated with other Nolan movies (even BB) is visibly absent in this one. It is by no means a bad movie, but the slow burn of the thriller does dampen the effect. Not a must watch, but an intriguing thriller that well matches its Swedish inspiration.",POSITIVE
593,"First off, Christopher Nolan is one of my biggest influences when it comes to film and screen writing. With films such as Following and Memento, both of which reached cult following levels, he is well on his way to a successful Hollywood career. Then, today came, his 3rd film was released, Insomnia. Based on a 1997 Norwegian film written by Nikolaj Frobenius and Erik SkjoldbjÃ¦rg, Insomnia is a true work of art in the world of film.Christopher Nolan takes all that was the 1997 film, and brings it to the next level, using his own style of directing, a musical score with shades of Memento, and an all star cast. Al Pacino and Robin Williams pulls out the greatest performances of their careers in the past decade, if not in their ENTIRE careers in my eyes. Pacino once again excels in the role of master dective, while Williams takes this chance to show his ""dark side"", and he does it so well. I can only hope that this is a rebirth of Robin Williams, and as it stands with his upcoming film One Hour Photo (which he once again plays a dark, psychotic role), it seems to be just that! Hilary Swank also pulls out what is the greatest role of her career.Insomnia brings you in as an audience, with it's perfectly woven plot, with a film noir feel to it, just as Nolan's first two films. It is a rollercoster ride of drama and suspense as you watch Al Pacino from the very beginning unravel, and the rest of the story and his past catches up with him. I can not say much more about it, as I do not wish to spoil anything about if for you, but I do want to say this... ...go see it, right now, and enjoy. If you love crime/mystery/drama films with that wonderful Film Noir feel to it, you will love this film. If that isn't your thing, then the performances of the three main actors are worth the price of a ticket in itself. Finally I just want to say, that Insomnia proves once and for all that Christopher Nolan will indeed be a force to reckoned with in Hollywood. I've said it before, and I'll say it again... ...Christopher Nolan is well on his way to becoming the Hollywood legend which he proves he is capable of becoming.",POSITIVE
